shop_id,mean_target,std_target,cv_target,iqr_target,mean_abs_chg,std_chg,spike_rate,corr_lag1,corr_lag4,corr_lag12,corr_lag52,ema_gap,weekly_strength,monthly_strength,yearly_strength,promo_rate,promo_lift,holiday_lift,closed_rate,mean_target_open
33,6976.813163481953,3565.7512748669787,0.5110859630038187,11519.75,3635.227176220807,5462.097488750026,0.1762208067940552,-0.17186369539897844,-0.00807696660390526,-0.09608677803913647,-0.009540542012143736,564.0038356687899,29267530.42555572,28876691.08783397,0.009540542012143736,0.3821656050955414,3600.2197880870553,855.607619628162,0.173036093418259,8436.659820282413
34,6684.37898089172,3304.38290330131,0.4943440388782608,10891.999999999998,3213.3259023354562,4947.429777199305,0.1326963906581741,-0.1198611700727618,-0.055171012238348714,-0.0955484465726336,-0.02007929632991285,516.2983918259024,26092540.756961048,25657400.910097346,0.02007929632991285,0.3821656050955414,3603.4987399770907,1057.532393243985,0.16772823779193205,8031.485969387755
35,8024.090233545648,4573.801126325633,0.5700086854250858,15036.499999999985,4297.874734607219,6408.818177145143,0.13588110403397027,0.01939317839754305,-0.02609455171980518,-0.0765818774793308,0.002943283273398557,789.6092986199575,39497836.55772447,38870692.58979203,0.002943283273398557,0.3821656050955414,6036.562399770904,1505.7763791526977,0.173036093418259,9703.071887034659
37,5890.714437367304,3189.816453929514,0.5414990808506442,10107.199999999997,3179.892781316348,4779.765074815928,0.22929936305732485,-0.12133172225310146,-0.03073476417371693,-0.02278663564996715,-0.013969341196774924,553.4365581740976,20796434.77070232,20219028.17429253,0.013969341196774924,0.3821656050955414,3251.450229095074,1443.3247508305649,0.17197452229299362,7114.170512820513
38,4965.623142250531,2806.809845772359,0.5652482608527158,9235.899999999996,2821.3619957537153,4159.7317881571835,0.23885350318471338,-0.09686102888119069,0.0011240109659090137,-0.009043737685508552,0.007417545122572186,510.20297101910825,15450766.92740118,15219136.016150104,0.007417545122572186,0.3821656050955414,3468.493585337915,575.1989942090831,0.173036093418259,6004.643132220795
39,4012.9012738853503,2499.4745815178962,0.6228597242500832,8182.999999999998,2202.076433121019,3264.0725464653406,0.12526539278131635,0.1465424763133848,-0.09508037934720484,-0.08883481865331738,-0.11575537032499239,447.5646554140128,10751234.617187899,10397321.822881902,0.11575537032499239,0.3821656050955414,3470.664576174112,860.3809356903384,0.173036093418259,4852.571245186136
40,4038.444798301486,2129.8859380408862,0.5274025135639552,6689.65,2167.251592356688,3180.202965971764,0.23991507430997877,-0.11287472661134522,0.036039546922275685,-0.06020416706599011,0.01917141939556951,334.4682610403397,9871975.731870444,9653003.129443105,0.01917141939556951,0.3821656050955414,1921.6488545246275,614.6785736056081,0.1762208067940552,4902.3389175257735
42,8416.951167728237,4467.071717082888,0.5307232544819245,14452.899999999998,4234.495753715499,6292.527116870609,0.12845010615711253,0.00936200286068346,-0.10240604074417808,-0.08787603874887548,-0.07404379859551916,738.701052760085,42972326.8681342,42063459.64006258,0.07404379859551916,0.3821656050955414,5468.611139747995,1327.2144163364828,0.173036093418259,10178.136071887035
43,5642.303609341826,3139.52927273754,0.5564268585233645,10176.349999999999,2989.770700636943,4298.778233664334,0.12420382165605096,0.06364730310672759,-0.08091942498267567,-0.16756898238239992,-0.07188255986055543,542.3209202760085,19647577.5552373,19325730.537779626,0.07188255986055543,0.3821656050955414,4164.234822451317,963.8875495275834,0.173036093418259,6822.9139922978175
44,4559.6008492569,2507.3569446627,0.5499071140232437,8336.199999999999,2323.4511677282376,3400.7596593035873,0.11889596602972399,0.0812816716072655,-0.10727702122233834,-0.1359645745653491,-0.07237882031574794,439.96572091295116,13066836.184140708,12912549.108597903,0.07237882031574794,0.3821656050955414,3467.4236540664374,1007.3343355607831,0.16772823779193205,5478.5
45,4422.991507430997,2354.0342002333546,0.5322267057818566,7637.349999999998,2403.408704883227,3547.88326315388,0.23885350318471338,-0.1340171409903863,-0.026198525149942833,-0.040201789140601664,-0.024852810241793803,407.80631613588116,11587301.012406599,11392704.8900996,0.024852810241793803,0.3821656050955414,2547.9322164948453,644.859848484849,0.173036093418259,5348.469833119384
47,5946.666666666667,3109.5112770117535,0.5228998783333273,10183.199999999999,2832.8715498938427,4245.14229961068,0.12208067940552017,0.06912453804902383,-0.1420093030997238,-0.09472191367168406,-0.11093505785815216,514.6845334394905,21531416.80236309,21076166.83332679,0.11093505785815216,0.3821656050955414,3865.5135452462764,998.2684384975155,0.16772823779193205,7145.102040816327
48,3274.9617834394903,1686.9661764772657,0.5151101867791688,5555.449999999999,1624.4193205944798,2369.733509703953,0.12101910828025478,0.015207412036458163,-0.0764432831507203,-0.1600469491740391,-0.0720232643774542,267.7989684713376,6563891.883127553,6413977.629544483,0.0720232643774542,0.3821656050955414,1972.0439003436427,471.0213339253046,0.16772823779193205,3934.966836734694
49,6024.7303609341825,3228.5597914228615,0.5358845288449329,10315.699999999999,3197.5180467091295,4794.7619434905155,0.18895966029723993,-0.10185950518075525,0.00733376282865987,-0.05583487637097879,0.016464919413528543,522.0971460721868,21588614.096173175,21106321.64555009,0.016464919413528543,0.3821656050955414,3318.8553264604816,856.6751485838422,0.1751592356687898,7304.113256113256
50,3519.6167728237792,1935.992562917434,0.5500577725722493,6355.499999999998,1929.8259023354565,2849.471662680778,0.2197452229299363,-0.08203330376355893,-0.0036630823824782013,-0.04025213634642961,-0.00780256470507091,344.56670042462844,7449535.124637457,7311018.961827407,0.00780256470507091,0.3821656050955414,2337.7037514318445,539.8142424242424,0.173036093418259,4256.070603337613
53,4381.750530785563,2386.3671664940107,0.5446150229647068,7730.199999999995,2215.0859872611463,3222.758850611739,0.12314225053078556,0.08882061033492279,-0.07463912603557472,-0.17296524866180193,-0.07063589511381689,396.3681605095541,11535826.38089035,11348574.703509536,0.07063589511381689,0.3821656050955414,2940.750315005727,1023.9420949902415,0.16772823779193205,5264.807397959184
54,6589.615711252654,3507.6884854614386,0.5323054694888024,11236.55,3552.1454352441615,5294.395678821466,0.2515923566878981,-0.1378414346206931,-0.009935070639786707,-0.0254766228706444,0.010922528057387264,589.8025057324841,25911462.217885837,25162668.03904674,0.010922528057387264,0.3821656050955414,3371.6215063001146,1444.8430693983019,0.16666666666666666,7907.538853503184
55,3808.08067940552,2227.715852413626,0.5849970206451608,7283.999999999997,1959.936305732484,2869.966793627097,0.11677282377919321,0.1709358178343466,-0.06179934096983122,-0.10025012755261387,-0.06122683373396868,380.5259172611465,8889603.685279286,8619591.957196137,0.06122683373396868,0.3821656050955414,2948.2862542955327,342.0271066143159,0.17197452229299362,4598.989743589744
56,6070.371549893843,3175.9249563440485,0.5231846073534665,10134.849999999995,3182.6868365180467,4781.840750720158,0.22717622080679406,-0.13232521114880133,0.05206767032947865,-0.05547523986534005,0.058101976806692164,498.9807818471338,21769697.731208757,21222287.049226716,0.058101976806692164,0.3821656050955414,2988.724484536083,-321.0380541931563,0.17091295116772823,7321.754161331626
57,8657.784501061571,5289.638200932339,0.6109690302031406,17017.849999999995,4623.581740976645,6934.170249269483,0.11995753715498939,0.14179457055162267,-0.006116402183610565,-0.11803952005343397,-0.03254610154270912,897.2503001454354,46906178.93111227,45857006.409136474,0.03254610154270912,0.3821656050955414,6447.39733676976,839.6778163696781,0.18259023354564755,10591.73116883117
59,4566.906581740976,2703.8051656573716,0.5920430200774099,8625.649999999996,2478.853503184713,3579.2810316789946,0.11677282377919321,0.12450194753414964,-0.15153730699632884,-0.22105230150748909,-0.11603681473711412,481.45595658174096,13493774.943765074,13227607.846888667,0.11603681473711412,0.3821656050955414,3700.0144616265748,1136.3362256132896,0.16985138004246284,5501.312020460358
60,6651.6008492569,3901.593903278399,0.5865646467838957,12725.999999999996,3372.2537154989386,5008.900499092681,0.12101910828025478,0.17690050222031545,-0.1306196298875157,-0.10369317737379405,-0.09849117448259763,686.2778699575372,27485119.53675455,26630580.66656142,0.09849117448259763,0.3821656050955414,5331.331071019474,767.5312292358803,0.17197452229299362,8033.087179487179
61,3894.9023354564756,2097.21245054359,0.5384505873006312,6673.8499999999985,2104.2590233545648,3115.8146705275567,0.18152866242038215,-0.10201274915198463,-0.001798025810291428,0.013322655833220646,0.036322036674379,324.5600557324841,9088540.574862087,8842435.270424666,0.036322036674379,0.3821656050955414,2087.848940435281,404.58576054432933,0.1751592356687898,4722.005148005148
62,5378.462845010616,2971.9943564965547,0.5525731870958226,9499.749999999998,2781.1496815286623,3984.6481819765613,0.11464968152866242,0.10252992308987532,-0.15020940657283605,-0.22798618860845946,-0.12333284248588429,507.9192897027601,17970392.61886986,17627750.980821498,0.12333284248588429,0.3821656050955414,3767.3182989690727,1127.775236208473,0.173036093418259,6503.86649550706
63,5789.605095541401,3104.4858807093037,0.5362172080724235,10222.999999999996,3011.619957537155,4500.774072344096,0.23354564755838642,-0.051147152457363884,-0.011354124106739027,-0.03829134139547372,0.004829530643483281,538.5073790870489,20149734.730688665,19670174.6175613,0.004829530643483281,0.3821656050955414,3461.086426116839,754.7439697342106,0.16772823779193205,6956.3877551020405
64,8566.953290870488,4599.242810889922,0.5368586303901436,14831.249999999998,4467.4426751592355,6674.226513843362,0.20063694267515925,-0.05157624244403453,-0.012910469921159282,-0.040379990384711566,0.02757652122874553,777.1438198513802,43907206.147230305,42889052.2705687,0.02757652122874553,0.3821656050955414,5157.004066437572,1519.4088235294112,0.173036093418259,10359.525032092426
65,4233.607218683652,2506.867808441848,0.5921351883534365,8108.399999999998,2309.4055201698516,3289.8457845804664,0.12208067940552017,0.13954869172964604,-0.09076359828161117,-0.18103151246703983,-0.06754019982245742,439.967781104034,11216566.338630212,10920205.736344073,0.06754019982245742,0.3821656050955414,3327.300286368843,1406.052556293835,0.17197452229299362,5112.8948717948715
66,5043.373673036093,2552.1316156706594,0.5060365899138797,8058.349999999999,2610.631634819533,3879.23729015836,0.1932059447983015,-0.15396405211653805,-0.028515091177070157,-0.10253374997052705,-0.0052660265796604135,401.369572611465,14846108.924296571,14663948.803125713,0.0052660265796604135,0.3821656050955414,2465.6304982817874,618.8240029511826,0.1751592356687898,6114.360360360361
67,6457.62101910828,3579.960356898487,0.5543775866918959,11760.749999999996,3267.5424628450105,4873.164741837875,0.12101910828025478,0.07431107989760412,-0.1312492185658943,-0.10531404760970522,-0.10679205877412427,616.8858986199575,25582598.383810397,25137271.526176315,0.10679205877412427,0.3821656050955414,4764.623739977091,884.3822191253021,0.1751592356687898,7828.930501930502
68,6294.6815286624205,3329.4469720512075,0.5289301700748256,11100.8,3275.670912951168,5005.92779715273,0.24203821656050956,-0.13001379336888827,0.02544646754997858,-0.03208865356701304,0.0203549401204486,466.3795800424628,23340945.62717153,22534486.843317315,0.0203549401204486,0.3821656050955414,2286.056901489118,1306.995108315863,0.16772823779193205,7563.252551020408
69,7815.349256900212,4064.283664918187,0.5200386484084215,13176.949999999995,3840.707006369427,5795.992172869535,0.12951167728237792,-0.015264654648651814,-0.027331161783594585,-0.1633898435773811,-0.02862195793690669,655.1205385350319,35839771.59811073,35332490.34857535,0.02862195793690669,0.3821656050955414,4546.567439862543,449.89379275994906,0.17091295116772823,9426.451984635083
70,5485.6454352441615,2915.547580020941,0.5314866981299322,9781.95,2806.619957537155,4238.378068453024,0.14331210191082802,-0.05533068582785722,-0.02327277584380472,-0.09589581690190298,-0.010639747186320542,487.47500541401274,17984863.62330684,17561102.66666939,0.010639747186320542,0.3821656050955414,3515.8452462772057,57.819174004713204,0.16985138004246284,6608.028132992327
71,7493.200636942675,4156.760335629608,0.5547376263463943,13784.599999999999,3909.055201698514,5746.648832206658,0.1337579617834395,0.04546898214597439,-0.056338025581397846,-0.1342623504101417,-0.046125697730481,731.6654711252653,34034526.608183935,33475704.79284167,0.046125697730481,0.3821656050955414,5524.829868270333,1383.628116427919,0.173036093418259,9061.09756097561
73,3809.2898089171977,2111.5653031886927,0.5543199411321744,6749.799999999999,1897.4097664543524,2727.8106058389317,0.10828025477707007,0.16639612822726144,-0.14493699877502453,-0.21141986295526682,-0.1194473357088725,361.495309596603,8979030.670512827,8796826.169370089,0.1194473357088725,0.3821656050955414,2692.3641752577323,639.1145087833438,0.16772823779193205,4576.978316326531
74,5154.081740976645,2844.0003539912927,0.5517957410005275,9349.95,2689.4490445859874,4009.75823993148,0.12845010615711253,0.007365247422235925,-0.06517473055875755,-0.10211617781974301,-0.08866505892394981,470.2592325902335,16131462.937355746,15733813.35630169,0.08866505892394981,0.3821656050955414,3381.4327892325314,972.1398658945445,0.1762208067940552,6256.630154639175
75,5013.150743099788,2540.5741689555884,0.5067819219172113,8327.849999999993,2549.0180467091295,3818.113716974708,0.15817409766454352,-0.127508533088458,-0.004464643078093557,-0.11276156628957727,0.011215622114075867,379.1199257961784,14549226.423704162,14335354.637409624,0.011215622114075867,0.3821656050955414,2301.258218785796,1004.6201595219163,0.16772823779193205,6023.4540816326535
77,6318.877919320595,3379.0394765717538,0.5347530873646494,11182.95,3386.5148619957536,5042.6838693501795,0.20488322717622082,-0.11253869918306103,0.011911949342123224,-0.04272254145461453,0.03173710151117171,575.6125432059448,24290361.33142859,23741949.16662454,0.03173710151117171,0.3821656050955414,3901.5531786941574,-80.55282691256707,0.17091295116772823,7621.489116517286
78,3078.1624203821657,1719.4762962662653,0.5586047975643147,5753.8499999999985,1623.8025477707006,2343.8268877009154,0.1305732484076433,0.07084438986004642,-0.09959746372032911,-0.12295951648674772,-0.07344434629255499,300.7497636199575,5840671.022477995,5701520.59291367,0.07344434629255499,0.3821656050955414,2239.6577319587627,854.2251291989664,0.17197452229299362,3717.473076923077
79,4515.376857749469,2511.651795742354,0.5562441130191631,8275.85,2385.911889596603,3515.0780709776773,0.12738853503184713,0.021741364900397714,-0.06573980070488143,-0.11179828536546217,-0.0479066106851099,425.92919575371553,12416139.87443467,12203906.64242349,0.0479066106851099,0.3821656050955414,3274.454095074456,591.2903307783745,0.1751592356687898,5474.240669240669
80,6298.383227176221,3303.243536668944,0.5244589630385894,10690.799999999994,3436.063694267516,5063.994772063419,0.24309978768577495,-0.17358079568945,0.013093406419442143,-0.07331257013379616,0.02655403496748246,556.2144437367305,23573711.095749266,23129232.51613918,0.02655403496748246,0.3821656050955414,3416.562056128293,710.1119191919197,0.173036093418259,7616.2734274711165
82,7458.927813163482,4256.909405745691,0.5707133132006458,13773.849999999997,3882.187898089172,5652.6426440959885,0.12526539278131635,0.11932510104340545,-0.1100545609935683,-0.1616532516306348,-0.0974023355880726,762.4431943736731,33896180.97779308,33287712.576153375,0.0974023355880726,0.3821656050955414,5874.956128293241,1621.9014324900954,0.173036093418259,9019.653401797175
83,3214.992569002123,1677.5254829538655,0.5217820714754429,5476.849999999999,1680.3450106157113,2415.857247917312,0.11995753715498939,-0.035095331136078836,-0.05542611504568045,-0.16267274851931943,-0.043268371303107886,270.542478089172,6274946.399416594,6142512.3835752895,0.043268371303107886,0.3821656050955414,1991.1694730813283,429.31386772325504,0.173036093418259,3887.7060333761233
84,10714.142250530786,5588.323301010684,0.521583825360565,18171.599999999995,5324.093418259024,8012.483410533741,0.1326963906581741,-0.026258610144671894,-0.09729160176156001,-0.09789722109367341,-0.0839741473414982,903.1992564755838,67823561.34191202,66676515.77125395,0.0839741473414982,0.3821656050955414,6547.330670103092,1656.128573605607,0.173036093418259,12955.997432605905
85,7272.454352441614,2272.8611647237985,0.3125301382810592,7467.849999999998,2046.0286624203823,3125.0592784847245,0.14861995753715498,0.05799247251800712,-0.05865151608307321,-0.034871859306132014,-0.045476614057411456,397.8902818471338,27394058.08541731,27038428.3911939,0.045476614057411456,0.3821656050955414,449.659478808705,-430.03158519810313,0.0,7272.454352441614
86,3877.629511677282,2172.9677541250207,0.5603856033746532,7213.0999999999985,2021.8014861995753,2987.3414426998847,0.12632696390658174,0.056212221922056674,-0.08134208483292381,-0.10166271673863464,-0.047552797231207755,385.0903372611465,9512923.01258282,9352145.548085097,0.047552797231207755,0.3821656050955414,2868.8619702176406,819.2613837244749,0.1740976645435244,4695.021850899743
87,4881.408704883227,2650.0096736832675,0.5428780570021503,8595.85,2436.834394904459,3566.8780513700344,0.10828025477707007,0.09563367290620206,-0.2004940282302443,-0.1825207347105289,-0.1542725562162216,452.5871013800425,14959919.044925414,14679676.931613231,0.1542725562162216,0.3821656050955414,3399.5034936998854,1110.3182798770267,0.16772823779193205,5865.161989795918
88,4988.384288747346,3193.537722462362,0.6401948079714023,10045.399999999994,2680.1528662420383,3979.7301560937576,0.12314225053078556,0.22418356938314493,-0.19543811403340383,-0.20143079729860633,-0.16176110624108983,607.1198295116773,16306045.05790819,15944894.818167122,0.16176110624108983,0.3821656050955414,4659.184765177549,1731.9655777039497,0.17197452229299362,6024.433333333333
90,6951.428874734607,3682.3386026006024,0.5297239845831643,12072.099999999999,3598.599787685775,5396.091146005824,0.14225053078556263,-0.07280377870440824,-0.04631453936282433,-0.10827225685899401,-0.0324514832661568,597.6152328025477,29260460.781250883,28622159.548437715,0.0324514832661568,0.3821656050955414,4122.691437571593,1159.3698110332216,0.1740976645435244,8416.768637532134
91,4591.193205944798,2595.140658631713,0.5652431822529735,8384.949999999999,2344.287685774947,3572.961658995249,0.1475583864118896,0.05361198215519472,0.0321998443983067,0.009123247149362643,0.02257764030243839,409.49879883227175,12752662.623908535,12645838.647465535,0.02257764030243839,0.3821656050955414,2848.1537514318443,722.896700413985,0.1740976645435244,5559.002570694088
92,4959.041401273886,2817.9517669536326,0.568245259186888,9408.849999999997,2694.4957537154987,3991.346078741896,0.1910828025477707,-0.002323679116770339,-0.01709742337152399,-0.030408149071651566,-2.4290337217341575e-06,509.6202439065817,15055606.590555953,14750285.14627762,2.4290337217341575e-06,0.3821656050955414,3629.5823596792666,771.838235294118,0.173036093418259,5996.684210526316
