id,timestamp,target,Customers,Open,Promo,StateHoliday,SchoolHoliday,DayOfWeek,week_sin,week_cos,month_sin,month_cos,quarter,is_month_start,is_month_end,lag_1_known,lag_1,lag_2_known,lag_2,lag_4_known,lag_4,lag_8_known,lag_8,lag_12_known,lag_12,lag_16_known,lag_16,lag_24_known,lag_24,lag_52_known,lag_52
436,2013-01-27,0.0,0.0,0.0,0.0,0,0.0,7.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,3181.0,1,5824.0,1,5472.0,1,3421.0,1,4221.0,1,5931.0,1,4628.0,0,0.0
436,2013-01-28,4791.0,598.0,1.0,0.0,0,0.0,1.0,0.55864674,0.82940567,0.5,0.8660254,1,0,0,1,0.0,1,3181.0,1,4975.0,1,0.0,1,3963.0,1,3473.0,1,5260.0,0,0.0
436,2013-01-29,3955.0,509.0,1.0,0.0,0,0.0,2.0,0.55864674,0.82940567,0.5,0.8660254,1,0,0,1,4791.0,1,0.0,1,5824.0,1,6234.0,1,3589.0,1,0.0,1,3559.0,0,0.0
436,2013-01-30,3771.0,489.0,1.0,0.0,0,0.0,3.0,0.55864674,0.82940567,0.5,0.8660254,1,0,0,1,3955.0,1,4791.0,1,3181.0,1,6038.0,1,4867.0,1,4242.0,1,0.0,0,0.0
436,2013-01-31,5019.0,624.0,1.0,0.0,0,0.0,4.0,0.55864674,0.82940567,0.5,0.8660254,1,0,1,1,3771.0,1,3955.0,1,0.0,1,5472.0,1,3421.0,1,4221.0,1,8396.0,0,0.0
436,2013-02-01,5369.0,645.0,1.0,0.0,0,0.0,5.0,0.55864674,0.82940567,0.8660254,0.5,1,1,0,1,5019.0,1,3771.0,1,4791.0,1,4975.0,1,0.0,1,3963.0,1,6348.0,0,0.0
436,2013-02-02,3394.0,420.0,1.0,0.0,0,0.0,6.0,0.55864674,0.82940567,0.8660254,0.5,1,0,0,1,5369.0,1,5019.0,1,3955.0,1,5824.0,1,6234.0,1,3589.0,1,6077.0,0,0.0
436,2013-02-03,0.0,0.0,0.0,0.0,0,0.0,7.0,0.55864674,0.82940567,0.8660254,0.5,1,0,0,1,3394.0,1,5369.0,1,3771.0,1,3181.0,1,6038.0,1,4867.0,1,5640.0,0,0.0
436,2013-02-04,8426.0,828.0,1.0,1.0,0,1.0,1.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,0.0,1,3394.0,1,5019.0,1,0.0,1,5472.0,1,3421.0,1,5931.0,0,0.0
436,2013-02-05,7023.0,737.0,1.0,1.0,0,1.0,2.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,8426.0,1,0.0,1,5369.0,1,4791.0,1,4975.0,1,0.0,1,3473.0,0,0.0
436,2013-02-06,5811.0,631.0,1.0,1.0,0,1.0,3.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,7023.0,1,8426.0,1,3394.0,1,3955.0,1,5824.0,1,6234.0,1,0.0,0,0.0
436,2013-02-07,5383.0,621.0,1.0,1.0,0,1.0,4.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,5811.0,1,7023.0,1,0.0,1,3771.0,1,3181.0,1,6038.0,1,4242.0,0,0.0
436,2013-02-08,5622.0,647.0,1.0,1.0,0,1.0,5.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,5383.0,1,5811.0,1,8426.0,1,5019.0,1,0.0,1,5472.0,1,4221.0,0,0.0
436,2013-02-09,3619.0,449.0,1.0,0.0,0,0.0,6.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,5622.0,1,5383.0,1,7023.0,1,5369.0,1,4791.0,1,4975.0,1,3963.0,0,0.0
436,2013-02-10,0.0,0.0,0.0,0.0,0,0.0,7.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,3619.0,1,5622.0,1,5811.0,1,3394.0,1,3955.0,1,5824.0,1,3589.0,0,0.0
436,2013-02-11,4545.0,581.0,1.0,0.0,0,1.0,1.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,0.0,1,3619.0,1,5383.0,1,0.0,1,3771.0,1,3181.0,1,4867.0,0,0.0
436,2013-02-12,3972.0,539.0,1.0,0.0,0,1.0,2.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,4545.0,1,0.0,1,5622.0,1,8426.0,1,5019.0,1,0.0,1,3421.0,0,0.0
436,2013-02-13,4051.0,539.0,1.0,0.0,0,1.0,3.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,3972.0,1,4545.0,1,3619.0,1,7023.0,1,5369.0,1,4791.0,1,0.0,0,0.0
436,2013-02-14,4314.0,557.0,1.0,0.0,0,1.0,4.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,4051.0,1,3972.0,1,0.0,1,5811.0,1,3394.0,1,3955.0,1,6234.0,0,0.0
436,2013-02-15,4879.0,597.0,1.0,0.0,0,1.0,5.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,4314.0,1,4051.0,1,4545.0,1,5383.0,1,0.0,1,3771.0,1,6038.0,0,0.0
436,2013-02-16,3693.0,437.0,1.0,0.0,0,0.0,6.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,4879.0,1,4314.0,1,3972.0,1,5622.0,1,8426.0,1,5019.0,1,5472.0,0,0.0
436,2013-02-17,0.0,0.0,0.0,0.0,0,0.0,7.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,3693.0,1,4879.0,1,4051.0,1,3619.0,1,7023.0,1,5369.0,1,4975.0,0,0.0
436,2013-02-18,8389.0,857.0,1.0,1.0,0,0.0,1.0,0.8124869,0.5829795,0.8660254,0.5,1,0,0,1,0.0,1,3693.0,1,4314.0,1,0.0,1,5811.0,1,3394.0,1,5824.0,0,0.0
436,2013-02-19,5244.0,574.0,1.0,1.0,0,0.0,2.0,0.8124869,0.5829795,0.8660254,0.5,1,0,0,1,8389.0,1,0.0,1,4879.0,1,4545.0,1,5383.0,1,0.0,1,3181.0,0,0.0
436,2013-02-20,6081.0,682.0,1.0,1.0,0,0.0,3.0,0.8124869,0.5829795,0.8660254,0.5,1,0,0,1,5244.0,1,8389.0,1,3693.0,1,3972.0,1,5622.0,1,8426.0,1,0.0,0,0.0
436,2013-02-21,5545.0,608.0,1.0,1.0,0,0.0,4.0,0.8124869,0.5829795,0.8660254,0.5,1,0,0,1,6081.0,1,5244.0,1,0.0,1,4051.0,1,3619.0,1,7023.0,1,4791.0,0,0.0
436,2013-02-22,5843.0,645.0,1.0,1.0,0,0.0,5.0,0.8124869,0.5829795,0.8660254,0.5,1,0,0,1,5545.0,1,6081.0,1,8389.0,1,4314.0,1,0.0,1,5811.0,1,3955.0,1,0.0
436,2013-02-23,3236.0,412.0,1.0,0.0,0,0.0,6.0,0.8124869,0.5829795,0.8660254,0.5,1,0,0,1,5843.0,1,5545.0,1,5244.0,1,4879.0,1,4545.0,1,5383.0,1,3771.0,1,4831.0
436,2013-02-24,0.0,0.0,0.0,0.0,0,0.0,7.0,0.8124869,0.5829795,0.8660254,0.5,1,0,0,1,3236.0,1,5843.0,1,6081.0,1,3693.0,1,3972.0,1,5622.0,1,5019.0,1,4628.0
436,2013-02-25,3537.0,507.0,1.0,0.0,0,0.0,1.0,0.8757349,0.4827922,0.8660254,0.5,1,0,0,1,0.0,1,3236.0,1,5545.0,1,0.0,1,4051.0,1,3619.0,1,5369.0,1,5260.0
436,2013-02-26,4215.0,527.0,1.0,0.0,0,0.0,2.0,0.8757349,0.4827922,0.8660254,0.5,1,0,0,1,3537.0,1,0.0,1,5843.0,1,8389.0,1,4314.0,1,0.0,1,3394.0,1,3559.0
436,2013-02-27,4388.0,496.0,1.0,0.0,0,0.0,3.0,0.8757349,0.4827922,0.8660254,0.5,1,0,0,1,4215.0,1,3537.0,1,3236.0,1,5244.0,1,4879.0,1,4545.0,1,0.0,1,0.0
436,2013-02-28,4695.0,582.0,1.0,0.0,0,0.0,4.0,0.8757349,0.4827922,0.8660254,0.5,1,0,1,1,4388.0,1,4215.0,1,0.0,1,6081.0,1,3693.0,1,3972.0,1,8426.0,1,8396.0
436,2013-03-01,5280.0,662.0,1.0,0.0,0,0.0,5.0,0.8757349,0.4827922,1.0,6.123234e-17,1,1,0,1,4695.0,1,4388.0,1,3537.0,1,5545.0,1,0.0,1,4051.0,1,7023.0,1,6348.0
436,2013-03-02,4025.0,492.0,1.0,0.0,0,0.0,6.0,0.8757349,0.4827922,1.0,6.123234e-17,1,0,0,1,5280.0,1,4695.0,1,4215.0,1,5843.0,1,8389.0,1,4314.0,1,5811.0,1,6077.0
436,2013-03-03,0.0,0.0,0.0,0.0,0,0.0,7.0,0.8757349,0.4827922,1.0,6.123234e-17,1,0,0,1,4025.0,1,5280.0,1,4388.0,1,3236.0,1,5244.0,1,4879.0,1,5383.0,1,5640.0
436,2013-03-04,9097.0,941.0,1.0,1.0,0,0.0,1.0,0.9266896,0.37582758,1.0,6.123234e-17,1,0,0,1,0.0,1,4025.0,1,4695.0,1,0.0,1,6081.0,1,3693.0,1,5622.0,1,5931.0
436,2013-03-05,6533.0,732.0,1.0,1.0,0,0.0,2.0,0.9266896,0.37582758,1.0,6.123234e-17,1,0,0,1,9097.0,1,0.0,1,5280.0,1,3537.0,1,5545.0,1,0.0,1,3619.0,1,3473.0
436,2013-03-06,5548.0,647.0,1.0,1.0,0,0.0,3.0,0.9266896,0.37582758,1.0,6.123234e-17,1,0,0,1,6533.0,1,9097.0,1,4025.0,1,4215.0,1,5843.0,1,8389.0,1,0.0,1,0.0
436,2013-03-07,6044.0,662.0,1.0,1.0,0,0.0,4.0,0.9266896,0.37582758,1.0,6.123234e-17,1,0,0,1,5548.0,1,6533.0,1,0.0,1,4388.0,1,3236.0,1,5244.0,1,4545.0,1,4242.0
436,2013-03-08,6107.0,673.0,1.0,1.0,0,0.0,5.0,0.9266896,0.37582758,1.0,6.123234e-17,1,0,0,1,6044.0,1,5548.0,1,9097.0,1,4695.0,1,0.0,1,6081.0,1,3972.0,1,4221.0
436,2013-03-09,3595.0,421.0,1.0,0.0,0,0.0,6.0,0.9266896,0.37582758,1.0,6.123234e-17,1,0,0,1,6107.0,1,6044.0,1,6533.0,1,5280.0,1,3537.0,1,5545.0,1,4051.0,1,3963.0
436,2013-03-10,0.0,0.0,0.0,0.0,0,0.0,7.0,0.9266896,0.37582758,1.0,6.123234e-17,1,0,0,1,3595.0,1,6107.0,1,5548.0,1,4025.0,1,4215.0,1,5843.0,1,4314.0,1,3589.0
436,2013-03-11,4221.0,541.0,1.0,0.0,0,0.0,1.0,0.9646356,0.26358718,1.0,6.123234e-17,1,0,0,1,0.0,1,3595.0,1,6044.0,1,0.0,1,4388.0,1,3236.0,1,4879.0,1,4867.0
436,2013-03-12,3232.0,439.0,1.0,0.0,0,0.0,2.0,0.9646356,0.26358718,1.0,6.123234e-17,1,0,0,1,4221.0,1,0.0,1,6107.0,1,9097.0,1,4695.0,1,0.0,1,3693.0,1,3421.0
436,2013-03-13,3846.0,503.0,1.0,0.0,0,0.0,3.0,0.9646356,0.26358718,1.0,6.123234e-17,1,0,0,1,3232.0,1,4221.0,1,3595.0,1,6533.0,1,5280.0,1,3537.0,1,0.0,1,0.0
436,2013-03-14,3693.0,514.0,1.0,0.0,0,0.0,4.0,0.9646356,0.26358718,1.0,6.123234e-17,1,0,0,1,3846.0,1,3232.0,1,0.0,1,5548.0,1,4025.0,1,4215.0,1,8389.0,1,6234.0
436,2013-03-15,4954.0,610.0,1.0,0.0,0,0.0,5.0,0.9646356,0.26358718,1.0,6.123234e-17,1,0,0,1,3693.0,1,3846.0,1,4221.0,1,6044.0,1,0.0,1,4388.0,1,5244.0,1,6038.0
436,2013-03-16,3894.0,463.0,1.0,0.0,0,0.0,6.0,0.9646356,0.26358718,1.0,6.123234e-17,1,0,0,1,4954.0,1,3693.0,1,3232.0,1,6107.0,1,9097.0,1,4695.0,1,6081.0,1,5472.0
436,2013-03-17,0.0,0.0,0.0,0.0,0,0.0,7.0,0.9646356,0.26358718,1.0,6.123234e-17,1,0,0,1,3894.0,1,4954.0,1,3846.0,1,3595.0,1,6533.0,1,5280.0,1,5545.0,1,4975.0
436,2013-03-18,7815.0,769.0,1.0,1.0,0,0.0,1.0,0.9890402,0.14764656,1.0,6.123234e-17,1,0,0,1,0.0,1,3894.0,1,3693.0,1,0.0,1,5548.0,1,4025.0,1,5843.0,1,5824.0
436,2013-03-19,5931.0,660.0,1.0,1.0,0,0.0,2.0,0.9890402,0.14764656,1.0,6.123234e-17,1,0,0,1,7815.0,1,0.0,1,4954.0,1,4221.0,1,6044.0,1,0.0,1,3236.0,1,3181.0
436,2013-03-20,6164.0,676.0,1.0,1.0,0,0.0,3.0,0.9890402,0.14764656,1.0,6.123234e-17,1,0,0,1,5931.0,1,7815.0,1,3894.0,1,3232.0,1,6107.0,1,9097.0,1,0.0,1,0.0
436,2013-03-21,5270.0,636.0,1.0,1.0,0,0.0,4.0,0.9890402,0.14764656,1.0,6.123234e-17,1,0,0,1,6164.0,1,5931.0,1,0.0,1,3846.0,1,3595.0,1,6533.0,1,3537.0,1,4791.0
436,2013-03-22,5579.0,652.0,1.0,1.0,0,0.0,5.0,0.9890402,0.14764656,1.0,6.123234e-17,1,0,0,1,5270.0,1,6164.0,1,7815.0,1,3693.0,1,0.0,1,5548.0,1,4215.0,1,3955.0
436,2013-03-23,3626.0,430.0,1.0,0.0,0,0.0,6.0,0.9890402,0.14764656,1.0,6.123234e-17,1,0,0,1,5579.0,1,5270.0,1,5931.0,1,4954.0,1,4221.0,1,6044.0,1,4388.0,1,3771.0
436,2013-03-24,0.0,0.0,0.0,0.0,0,0.0,7.0,0.9890402,0.14764656,1.0,6.123234e-17,1,0,0,1,3626.0,1,5579.0,1,6164.0,1,3894.0,1,3232.0,1,6107.0,1,4695.0,1,5019.0
436,2013-03-25,8267.0,854.0,1.0,1.0,0,0.0,1.0,0.99956083,0.029633328,1.0,6.123234e-17,1,0,0,1,0.0,1,3626.0,1,5270.0,1,0.0,1,3846.0,1,3595.0,1,5280.0,1,5369.0
436,2013-03-26,6845.0,767.0,1.0,1.0,0,0.0,2.0,0.99956083,0.029633328,1.0,6.123234e-17,1,0,0,1,8267.0,1,0.0,1,5579.0,1,7815.0,1,3693.0,1,0.0,1,4025.0,1,3394.0
436,2013-03-27,6870.0,732.0,1.0,1.0,0,0.0,3.0,0.99956083,0.029633328,1.0,6.123234e-17,1,0,0,1,6845.0,1,8267.0,1,3626.0,1,5931.0,1,4954.0,1,4221.0,1,0.0,1,0.0
436,2013-03-28,8337.0,890.0,1.0,1.0,0,0.0,4.0,0.99956083,0.029633328,1.0,6.123234e-17,1,0,0,1,6870.0,1,6845.0,1,0.0,1,6164.0,1,3894.0,1,3232.0,1,9097.0,1,8426.0
436,2013-03-29,0.0,0.0,0.0,1.0,2,1.0,5.0,0.99956083,0.029633328,1.0,6.123234e-17,1,0,0,1,8337.0,1,6870.0,1,8267.0,1,5270.0,1,0.0,1,3846.0,1,6533.0,1,7023.0
436,2013-03-30,5396.0,616.0,1.0,0.0,0,0.0,6.0,0.99956083,0.029633328,1.0,6.123234e-17,1,0,0,1,0.0,1,8337.0,1,6845.0,1,5579.0,1,7815.0,1,3693.0,1,5548.0,1,5811.0
436,2013-03-31,0.0,0.0,0.0,0.0,0,0.0,7.0,0.99956083,0.029633328,1.0,6.123234e-17,1,0,1,1,5396.0,1,0.0,1,6870.0,1,3626.0,1,5931.0,1,4954.0,1,6044.0,1,5383.0
436,2013-04-01,0.0,0.0,0.0,0.0,2,1.0,1.0,0.9960498,-0.08879589,0.8660254,-0.5,2,1,0,1,0.0,1,5396.0,1,8337.0,1,0.0,1,6164.0,1,3894.0,1,6107.0,1,5622.0
436,2013-04-02,5176.0,651.0,1.0,0.0,0,1.0,2.0,0.9960498,-0.08879589,0.8660254,-0.5,2,0,0,1,0.0,1,0.0,1,0.0,1,8267.0,1,5270.0,1,0.0,1,3595.0,1,3619.0
436,2013-04-03,4884.0,611.0,1.0,0.0,0,1.0,3.0,0.9960498,-0.08879589,0.8660254,-0.5,2,0,0,1,5176.0,1,0.0,1,5396.0,1,6845.0,1,5579.0,1,7815.0,1,0.0,1,0.0
436,2013-04-04,4889.0,625.0,1.0,0.0,0,1.0,4.0,0.9960498,-0.08879589,0.8660254,-0.5,2,0,0,1,4884.0,1,5176.0,1,0.0,1,6870.0,1,3626.0,1,5931.0,1,4221.0,1,4545.0
436,2013-04-05,5382.0,653.0,1.0,0.0,0,1.0,5.0,0.9960498,-0.08879589,0.8660254,-0.5,2,0,0,1,4889.0,1,4884.0,1,0.0,1,8337.0,1,0.0,1,6164.0,1,3232.0,1,3972.0
436,2013-04-06,3437.0,438.0,1.0,0.0,0,0.0,6.0,0.9960498,-0.08879589,0.8660254,-0.5,2,0,0,1,5382.0,1,4889.0,1,5176.0,1,0.0,1,8267.0,1,5270.0,1,3846.0,1,4051.0
436,2013-04-07,0.0,0.0,0.0,0.0,0,0.0,7.0,0.9960498,-0.08879589,0.8660254,-0.5,2,0,0,1,3437.0,1,5382.0,1,4884.0,1,5396.0,1,6845.0,1,5579.0,1,3693.0,1,4314.0
436,2013-04-08,8159.0,829.0,1.0,1.0,0,0.0,1.0,0.9785565,-0.20597862,0.8660254,-0.5,2,0,0,1,0.0,1,3437.0,1,4889.0,1,0.0,1,6870.0,1,3626.0,1,4954.0,1,4879.0
436,2013-04-09,6026.0,658.0,1.0,1.0,0,0.0,2.0,0.9785565,-0.20597862,0.8660254,-0.5,2,0,0,1,8159.0,1,0.0,1,5382.0,1,0.0,1,8337.0,1,0.0,1,3894.0,1,3693.0
436,2013-04-10,5290.0,615.0,1.0,1.0,0,0.0,3.0,0.9785565,-0.20597862,0.8660254,-0.5,2,0,0,1,6026.0,1,8159.0,1,3437.0,1,5176.0,1,0.0,1,8267.0,1,0.0,1,0.0
436,2013-04-11,5459.0,641.0,1.0,1.0,0,0.0,4.0,0.9785565,-0.20597862,0.8660254,-0.5,2,0,0,1,5290.0,1,6026.0,1,0.0,1,4884.0,1,5396.0,1,6845.0,1,7815.0,1,8389.0
436,2013-04-12,5689.0,655.0,1.0,1.0,0,0.0,5.0,0.9785565,-0.20597862,0.8660254,-0.5,2,0,0,1,5459.0,1,5290.0,1,8159.0,1,4889.0,1,0.0,1,6870.0,1,5931.0,1,5244.0
436,2013-04-13,3507.0,420.0,1.0,0.0,0,0.0,6.0,0.9785565,-0.20597862,0.8660254,-0.5,2,0,0,1,5689.0,1,5459.0,1,6026.0,1,5382.0,1,0.0,1,8337.0,1,6164.0,1,6081.0
436,2013-04-14,0.0,0.0,0.0,0.0,0,0.0,7.0,0.9785565,-0.20597862,0.8660254,-0.5,2,0,0,1,3507.0,1,5689.0,1,5290.0,1,3437.0,1,5176.0,1,0.0,1,5270.0,1,5545.0
436,2013-04-15,4175.0,548.0,1.0,0.0,0,0.0,1.0,0.94732636,-0.32026985,0.8660254,-0.5,2,0,0,1,0.0,1,3507.0,1,5459.0,1,0.0,1,4884.0,1,5396.0,1,5579.0,1,5843.0
436,2013-04-16,4167.0,541.0,1.0,0.0,0,0.0,2.0,0.94732636,-0.32026985,0.8660254,-0.5,2,0,0,1,4175.0,1,0.0,1,5689.0,1,8159.0,1,4889.0,1,0.0,1,3626.0,1,3236.0
436,2013-04-17,3993.0,496.0,1.0,0.0,0,0.0,3.0,0.94732636,-0.32026985,0.8660254,-0.5,2,0,0,1,4167.0,1,4175.0,1,3507.0,1,6026.0,1,5382.0,1,0.0,1,0.0,1,0.0
436,2013-04-18,3482.0,473.0,1.0,0.0,0,0.0,4.0,0.94732636,-0.32026985,0.8660254,-0.5,2,0,0,1,3993.0,1,4167.0,1,0.0,1,5290.0,1,3437.0,1,5176.0,1,8267.0,1,3537.0
436,2013-04-19,5163.0,622.0,1.0,0.0,0,0.0,5.0,0.94732636,-0.32026985,0.8660254,-0.5,2,0,0,1,3482.0,1,3993.0,1,4175.0,1,5459.0,1,0.0,1,4884.0,1,6845.0,1,4215.0
436,2013-04-20,3323.0,421.0,1.0,0.0,0,0.0,6.0,0.94732636,-0.32026985,0.8660254,-0.5,2,0,0,1,5163.0,1,3482.0,1,4167.0,1,5689.0,1,8159.0,1,4889.0,1,6870.0,1,4388.0
436,2013-04-21,0.0,0.0,0.0,0.0,0,0.0,7.0,0.94732636,-0.32026985,0.8660254,-0.5,2,0,0,1,3323.0,1,5163.0,1,3993.0,1,3507.0,1,6026.0,1,5382.0,1,8337.0,1,4695.0
436,2013-04-22,7615.0,804.0,1.0,1.0,0,0.0,1.0,0.9027978,-0.4300652,0.8660254,-0.5,2,0,0,1,0.0,1,3323.0,1,3482.0,1,0.0,1,5290.0,1,3437.0,1,0.0,1,5280.0
436,2013-04-23,6326.0,671.0,1.0,1.0,0,0.0,2.0,0.9027978,-0.4300652,0.8660254,-0.5,2,0,0,1,7615.0,1,0.0,1,5163.0,1,4175.0,1,5459.0,1,0.0,1,5396.0,1,4025.0
436,2013-04-24,5423.0,603.0,1.0,1.0,0,0.0,3.0,0.9027978,-0.4300652,0.8660254,-0.5,2,0,0,1,6326.0,1,7615.0,1,3323.0,1,4167.0,1,5689.0,1,8159.0,1,0.0,1,0.0
436,2013-04-25,5175.0,623.0,1.0,1.0,0,0.0,4.0,0.9027978,-0.4300652,0.8660254,-0.5,2,0,0,1,5423.0,1,6326.0,1,0.0,1,3993.0,1,3507.0,1,6026.0,1,0.0,1,9097.0
