shop_id,mean_target,std_target,cv_target,iqr_target,mean_abs_chg,std_chg,spike_rate,corr_lag1,corr_lag4,corr_lag12,corr_lag52,ema_gap,weekly_strength,monthly_strength,yearly_strength,promo_rate,promo_lift,holiday_lift,closed_rate,mean_target_open,cluster
25,8892.311040339702,5151.671996454072,0.5793400582260704,15817.549999999996,4650.8938428874735,6945.129018441488,0.1284501061571125,0.0920289229071846,0.0269640914769043,-0.0936242960480909,-0.0794947104416832,790.32397426892,51441531.72667963,49939152.38590754,0.0794947104416832,0.3821656050955414,5368.195189003437,1797.638921060654,0.2016985138004246,11139.038563829788,1
26,5538.498938428875,3105.701642177181,0.5607478986892138,10431.8,2974.6666666666665,4392.312273365766,0.1401273885350318,0.0013127064568751,-0.0373813830711498,-0.0621230711989286,-0.0163741607983642,561.3010460721869,18702279.49064237,18252957.17311473,0.0163741607983642,0.3821656050955414,4088.520904925544,1146.9413328182343,0.1698513800424628,6671.695652173913,0
27,7838.438428874734,4460.597364951159,0.5690670922349061,14674.15,4072.522292993631,6102.992310706519,0.1326963906581741,0.0645927491152105,-0.0566499480562631,-0.1127552573764741,-0.0418880564123158,791.8073220806792,37590120.093324594,36899669.77362431,0.0418880564123158,0.3821656050955414,5936.970131729668,1482.0886162755269,0.173036093418259,9478.57381258023,0
28,4332.218683651805,2819.4306264446136,0.650805241303561,8753.899999999996,2418.711252653928,3549.51275479549,0.1210191082802547,0.2079721999112916,-0.0683027708247824,-0.2127303094197167,-0.0836770340561685,509.4942526606157,12765982.994277691,12845850.13125218,0.0836770340561685,0.3821656050955414,3623.7248854524623,1387.5234403839058,0.1815286624203821,5293.060959792478,3
29,6090.4033970276005,3433.366553433069,0.5637338496403994,11549.85,3339.8715498938427,5038.088890951357,0.1634819532908704,-0.075441900446778,0.0273302638747953,-0.0039686432944657,0.0342671261536248,564.6987981953291,23134182.955136456,22578709.02926607,0.0342671261536248,0.3821656050955414,4025.1561855670097,857.3924260896074,0.173036093418259,7364.775353016688,4
30,4367.352441613588,2452.8412588713213,0.5616311692498646,8057.599999999999,2350.996815286624,3394.288240073925,0.1656050955414012,0.0441156066396559,-0.0174547961607168,-0.0458436406878403,-0.0580554786355906,408.81701783439496,11963641.652405534,11922308.067355197,0.0580554786355906,0.3821656050955414,2844.8657216494844,554.8073148430358,0.1751592356687898,5294.782496782497,0
31,4879.132696390659,2506.6714542192,0.5137534905660094,8153.349999999999,2410.174097664544,3638.517077037338,0.1592356687898089,-0.0518846779740228,-0.0219443130306846,-0.1219435909246773,-0.0179958662814753,411.50085424628446,13960429.51899282,13683528.261701956,0.0179958662814753,0.3821656050955414,2742.48350515464,844.4904455529049,0.167728237791932,5862.427295918367,0
33,6976.813163481953,3565.7512748669787,0.5110859630038187,11519.75,3635.227176220807,5462.097488750026,0.1762208067940552,-0.1718636953989784,-0.0080769666039052,-0.0960867780391364,-0.0095405420121437,564.0038356687899,29267530.42555572,28876691.08783397,0.0095405420121437,0.3821656050955414,3600.219788087056,855.607619628162,0.173036093418259,8436.659820282413,4
34,6684.37898089172,3304.38290330131,0.4943440388782608,10891.999999999998,3213.325902335456,4947.429777199305,0.1326963906581741,-0.1198611700727618,-0.0551710122383487,-0.0955484465726336,-0.0200792963299128,516.2983918259024,26092540.756961048,25657400.910097346,0.0200792963299128,0.3821656050955414,3603.4987399770903,1057.532393243985,0.167728237791932,8031.485969387755,0
35,8024.090233545648,4573.801126325633,0.5700086854250858,15036.499999999984,4297.874734607219,6408.818177145143,0.1358811040339702,0.019393178397543,-0.0260945517198051,-0.0765818774793308,0.0029432832733985,789.6092986199575,39497836.55772447,38870692.58979203,0.0029432832733985,0.3821656050955414,6036.562399770904,1505.7763791526977,0.173036093418259,9703.07188703466,1
37,5890.714437367304,3189.816453929514,0.5414990808506442,10107.199999999995,3179.892781316348,4779.765074815928,0.2292993630573248,-0.1213317222531014,-0.0307347641737169,-0.0227866356499671,-0.0139693411967749,553.4365581740976,20796434.77070232,20219028.17429253,0.0139693411967749,0.3821656050955414,3251.450229095074,1443.3247508305649,0.1719745222929936,7114.170512820513,4
38,4965.623142250531,2806.809845772359,0.5652482608527158,9235.899999999996,2821.3619957537157,4159.731788157184,0.2388535031847133,-0.0968610288811906,0.001124010965909,-0.0090437376855085,0.0074175451225721,510.20297101910825,15450766.92740118,15219136.016150104,0.0074175451225721,0.3821656050955414,3468.493585337915,575.1989942090831,0.173036093418259,6004.643132220795,4
39,4012.9012738853503,2499.474581517896,0.6228597242500832,8182.999999999998,2202.076433121019,3264.072546465341,0.1252653927813163,0.1465424763133848,-0.0950803793472048,-0.0888348186533173,-0.1157553703249923,447.5646554140128,10751234.6171879,10397321.822881902,0.1157553703249923,0.3821656050955414,3470.664576174112,860.3809356903384,0.173036093418259,4852.571245186136,0
40,4038.444798301486,2129.8859380408862,0.5274025135639552,6689.65,2167.251592356688,3180.202965971764,0.2399150743099787,-0.1128747266113452,0.0360395469222756,-0.0602041670659901,0.0191714193955695,334.4682610403397,9871975.731870444,9653003.129443103,0.0191714193955695,0.3821656050955414,1921.6488545246275,614.6785736056081,0.1762208067940552,4902.3389175257735,2
42,8416.951167728237,4467.071717082888,0.5307232544819245,14452.899999999998,4234.495753715499,6292.527116870609,0.1284501061571125,0.0093620028606834,-0.102406040744178,-0.0878760387488754,-0.0740437985955191,738.701052760085,42972326.8681342,42063459.64006258,0.0740437985955191,0.3821656050955414,5468.611139747995,1327.2144163364828,0.173036093418259,10178.136071887036,0
43,5642.303609341826,3139.52927273754,0.5564268585233645,10176.35,2989.770700636943,4298.778233664334,0.1242038216560509,0.0636473031067275,-0.0809194249826756,-0.1675689823823999,-0.0718825598605554,542.3209202760085,19647577.5552373,19325730.537779626,0.0718825598605554,0.3821656050955414,4164.234822451317,963.8875495275834,0.173036093418259,6822.9139922978175,0
44,4559.6008492569,2507.3569446627,0.5499071140232437,8336.199999999999,2323.4511677282376,3400.759659303588,0.1188959660297239,0.0812816716072655,-0.1072770212223383,-0.1359645745653491,-0.0723788203157479,439.9657209129512,13066836.184140708,12912549.108597904,0.0723788203157479,0.3821656050955414,3467.4236540664374,1007.3343355607832,0.167728237791932,5478.5,0
45,4422.991507430997,2354.0342002333546,0.5322267057818566,7637.349999999998,2403.408704883227,3547.88326315388,0.2388535031847133,-0.1340171409903863,-0.0261985251499428,-0.0402017891406016,-0.0248528102417938,407.8063161358812,11587301.0124066,11392704.8900996,0.0248528102417938,0.3821656050955414,2547.9322164948453,644.859848484849,0.173036093418259,5348.469833119384,2
47,5946.666666666667,3109.511277011753,0.5228998783333273,10183.2,2832.8715498938427,4245.14229961068,0.1220806794055201,0.0691245380490238,-0.1420093030997238,-0.094721913671684,-0.1109350578581521,514.6845334394905,21531416.80236309,21076166.83332679,0.1109350578581521,0.3821656050955414,3865.513545246277,998.2684384975156,0.167728237791932,7145.102040816327,0
48,3274.9617834394903,1686.9661764772657,0.5151101867791688,5555.449999999999,1624.4193205944798,2369.733509703953,0.1210191082802547,0.0152074120364581,-0.0764432831507203,-0.1600469491740391,-0.0720232643774542,267.7989684713376,6563891.883127553,6413977.629544483,0.0720232643774542,0.3821656050955414,1972.0439003436427,471.0213339253046,0.167728237791932,3934.966836734694,0
49,6024.730360934183,3228.559791422861,0.5358845288449329,10315.7,3197.518046709129,4794.761943490516,0.1889596602972399,-0.1018595051807552,0.0073337628286598,-0.0558348763709787,0.0164649194135285,522.0971460721868,21588614.09617317,21106321.64555009,0.0164649194135285,0.3821656050955414,3318.8553264604816,856.6751485838422,0.1751592356687898,7304.113256113256,4
50,3519.6167728237792,1935.992562917434,0.5500577725722493,6355.499999999998,1929.8259023354565,2849.471662680778,0.2197452229299363,-0.0820333037635589,-0.0036630823824782,-0.0402521363464296,-0.0078025647050709,344.56670042462844,7449535.124637457,7311018.961827407,0.0078025647050709,0.3821656050955414,2337.7037514318445,539.8142424242424,0.173036093418259,4256.070603337613,2
53,4381.750530785563,2386.3671664940107,0.5446150229647068,7730.199999999995,2215.0859872611463,3222.758850611739,0.1231422505307855,0.0888206103349227,-0.0746391260355747,-0.1729652486618019,-0.0706358951138168,396.3681605095541,11535826.38089035,11348574.703509536,0.0706358951138168,0.3821656050955414,2940.750315005727,1023.9420949902416,0.167728237791932,5264.807397959184,0
54,6589.615711252654,3507.688485461438,0.5323054694888024,11236.55,3552.145435244161,5294.395678821466,0.2515923566878981,-0.1378414346206931,-0.0099350706397867,-0.0254766228706444,0.0109225280573872,589.8025057324841,25911462.21788584,25162668.03904674,0.0109225280573872,0.3821656050955414,3371.6215063001146,1444.843069398302,0.1666666666666666,7907.538853503184,4
55,3808.08067940552,2227.715852413626,0.5849970206451608,7283.999999999997,1959.936305732484,2869.966793627097,0.1167728237791932,0.1709358178343466,-0.0617993409698312,-0.1002501275526138,-0.0612268337339686,380.5259172611465,8889603.685279286,8619591.957196137,0.0612268337339686,0.3821656050955414,2948.2862542955327,342.0271066143159,0.1719745222929936,4598.989743589744,0
56,6070.371549893843,3175.9249563440485,0.5231846073534665,10134.849999999997,3182.6868365180467,4781.840750720158,0.227176220806794,-0.1323252111488013,0.0520676703294786,-0.05547523986534,0.0581019768066921,498.9807818471338,21769697.73120876,21222287.04922672,0.0581019768066921,0.3821656050955414,2988.724484536083,-321.0380541931563,0.1709129511677282,7321.754161331626,4
57,8657.784501061571,5289.638200932339,0.6109690302031406,17017.849999999995,4623.581740976645,6934.170249269483,0.1199575371549893,0.1417945705516226,-0.0061164021836105,-0.1180395200534339,-0.0325461015427091,897.2503001454354,46906178.93111227,45857006.40913648,0.0325461015427091,0.3821656050955414,6447.39733676976,839.6778163696781,0.1825902335456475,10591.73116883117,1
59,4566.906581740976,2703.805165657372,0.5920430200774099,8625.649999999996,2478.853503184713,3579.2810316789946,0.1167728237791932,0.1245019475341496,-0.1515373069963288,-0.221052301507489,-0.1160368147371141,481.45595658174096,13493774.943765074,13227607.846888669,0.1160368147371141,0.3821656050955414,3700.014461626575,1136.3362256132896,0.1698513800424628,5501.312020460358,0
60,6651.6008492569,3901.593903278399,0.5865646467838957,12725.999999999996,3372.2537154989386,5008.900499092681,0.1210191082802547,0.1769005022203154,-0.1306196298875157,-0.103693177373794,-0.0984911744825976,686.2778699575372,27485119.53675455,26630580.66656142,0.0984911744825976,0.3821656050955414,5331.331071019474,767.5312292358803,0.1719745222929936,8033.087179487179,0
61,3894.902335456476,2097.21245054359,0.5384505873006312,6673.849999999999,2104.2590233545648,3115.8146705275567,0.1815286624203821,-0.1020127491519846,-0.0017980258102914,0.0133226558332206,0.036322036674379,324.5600557324841,9088540.574862087,8842435.270424666,0.036322036674379,0.3821656050955414,2087.848940435281,404.5857605443293,0.1751592356687898,4722.005148005148,2
62,5378.462845010616,2971.9943564965547,0.5525731870958226,9499.749999999998,2781.1496815286623,3984.648181976561,0.1146496815286624,0.1025299230898753,-0.150209406572836,-0.2279861886084594,-0.1233328424858842,507.9192897027601,17970392.61886986,17627750.980821498,0.1233328424858842,0.3821656050955414,3767.3182989690727,1127.775236208473,0.173036093418259,6503.86649550706,0
63,5789.605095541401,3104.485880709304,0.5362172080724235,10222.999999999996,3011.619957537155,4500.774072344096,0.2335456475583864,-0.0511471524573638,-0.011354124106739,-0.0382913413954737,0.0048295306434832,538.5073790870489,20149734.730688665,19670174.6175613,0.0048295306434832,0.3821656050955414,3461.086426116839,754.7439697342106,0.167728237791932,6956.3877551020405,4
64,8566.953290870488,4599.242810889922,0.5368586303901436,14831.249999999998,4467.442675159236,6674.226513843362,0.2006369426751592,-0.0515762424440345,-0.0129104699211592,-0.0403799903847115,0.0275765212287455,777.1438198513802,43907206.14723031,42889052.2705687,0.0275765212287455,0.3821656050955414,5157.004066437572,1519.4088235294112,0.173036093418259,10359.525032092426,1
65,4233.607218683652,2506.867808441848,0.5921351883534365,8108.399999999998,2309.405520169852,3289.8457845804664,0.1220806794055201,0.139548691729646,-0.0907635982816111,-0.1810315124670398,-0.0675401998224574,439.967781104034,11216566.338630212,10920205.736344071,0.0675401998224574,0.3821656050955414,3327.300286368843,1406.052556293835,0.1719745222929936,5112.894871794872,0
66,5043.373673036093,2552.13161567066,0.5060365899138797,8058.349999999999,2610.631634819533,3879.23729015836,0.1932059447983015,-0.153964052116538,-0.0285150911770701,-0.102533749970527,-0.0052660265796604,401.369572611465,14846108.924296573,14663948.803125711,0.0052660265796604,0.3821656050955414,2465.630498281788,618.8240029511826,0.1751592356687898,6114.360360360361,2
67,6457.62101910828,3579.960356898487,0.5543775866918959,11760.749999999996,3267.5424628450105,4873.164741837875,0.1210191082802547,0.0743110798976041,-0.1312492185658943,-0.1053140476097052,-0.1067920587741242,616.8858986199575,25582598.3838104,25137271.526176315,0.1067920587741242,0.3821656050955414,4764.623739977091,884.3822191253021,0.1751592356687898,7828.930501930502,0
68,6294.6815286624205,3329.4469720512075,0.5289301700748256,11100.8,3275.670912951168,5005.92779715273,0.2420382165605095,-0.1300137933688882,0.0254464675499785,-0.032088653567013,0.0203549401204486,466.3795800424628,23340945.62717153,22534486.843317315,0.0203549401204486,0.3821656050955414,2286.056901489118,1306.995108315863,0.167728237791932,7563.252551020408,4
69,7815.349256900212,4064.283664918187,0.5200386484084215,13176.949999999995,3840.707006369427,5795.992172869535,0.1295116772823779,-0.0152646546486518,-0.0273311617835945,-0.1633898435773811,-0.0286219579369066,655.1205385350319,35839771.59811073,35332490.34857535,0.0286219579369066,0.3821656050955414,4546.567439862543,449.89379275994906,0.1709129511677282,9426.451984635083,0
70,5485.6454352441615,2915.547580020941,0.5314866981299322,9781.95,2806.619957537155,4238.378068453024,0.143312101910828,-0.0553306858278572,-0.0232727758438047,-0.0958958169019029,-0.0106397471863205,487.4750054140128,17984863.62330684,17561102.66666939,0.0106397471863205,0.3821656050955414,3515.8452462772057,57.8191740047132,0.1698513800424628,6608.028132992327,0
71,7493.200636942675,4156.760335629608,0.5547376263463943,13784.6,3909.055201698514,5746.648832206658,0.1337579617834395,0.0454689821459743,-0.0563380255813978,-0.1342623504101417,-0.046125697730481,731.6654711252653,34034526.608183935,33475704.79284167,0.046125697730481,0.3821656050955414,5524.829868270333,1383.628116427919,0.173036093418259,9061.09756097561,0
73,3809.2898089171977,2111.5653031886927,0.5543199411321744,6749.799999999999,1897.4097664543524,2727.810605838932,0.10828025477707,0.1663961282272614,-0.1449369987750245,-0.2114198629552668,-0.1194473357088725,361.495309596603,8979030.670512827,8796826.169370089,0.1194473357088725,0.3821656050955414,2692.3641752577323,639.1145087833438,0.167728237791932,4576.978316326531,0
74,5154.081740976645,2844.0003539912927,0.5517957410005275,9349.95,2689.4490445859874,4009.75823993148,0.1284501061571125,0.0073652474222359,-0.0651747305587575,-0.102116177819743,-0.0886650589239498,470.2592325902335,16131462.937355746,15733813.35630169,0.0886650589239498,0.3821656050955414,3381.4327892325314,972.1398658945444,0.1762208067940552,6256.630154639175,0
75,5013.150743099788,2540.5741689555884,0.5067819219172113,8327.849999999993,2549.018046709129,3818.113716974708,0.1581740976645435,-0.127508533088458,-0.0044646430780935,-0.1127615662895772,0.0112156221140758,379.1199257961784,14549226.423704162,14335354.637409624,0.0112156221140758,0.3821656050955414,2301.258218785796,1004.6201595219164,0.167728237791932,6023.4540816326535,2
77,6318.877919320595,3379.0394765717538,0.5347530873646494,11182.95,3386.5148619957536,5042.68386935018,0.2048832271762208,-0.112538699183061,0.0119119493421232,-0.0427225414546145,0.0317371015111717,575.6125432059448,24290361.33142859,23741949.16662454,0.0317371015111717,0.3821656050955414,3901.553178694157,-80.55282691256707,0.1709129511677282,7621.489116517286,4
78,3078.1624203821657,1719.4762962662653,0.5586047975643147,5753.849999999999,1623.8025477707006,2343.8268877009154,0.1305732484076433,0.0708443898600464,-0.0995974637203291,-0.1229595164867477,-0.0734443462925549,300.7497636199575,5840671.022477995,5701520.59291367,0.0734443462925549,0.3821656050955414,2239.6577319587627,854.2251291989664,0.1719745222929936,3717.473076923077,0
79,4515.376857749469,2511.651795742354,0.5562441130191631,8275.85,2385.911889596603,3515.0780709776773,0.1273885350318471,0.0217413649003977,-0.0657398007048814,-0.1117982853654621,-0.0479066106851099,425.92919575371553,12416139.87443467,12203906.64242349,0.0479066106851099,0.3821656050955414,3274.454095074456,591.2903307783745,0.1751592356687898,5474.240669240669,0
80,6298.383227176221,3303.243536668944,0.5244589630385894,10690.799999999994,3436.063694267516,5063.994772063419,0.2430997876857749,-0.17358079568945,0.0130934064194421,-0.0733125701337961,0.0265540349674824,556.2144437367305,23573711.095749263,23129232.51613918,0.0265540349674824,0.3821656050955414,3416.562056128293,710.1119191919197,0.173036093418259,7616.2734274711165,4
82,7458.927813163482,4256.909405745691,0.5707133132006458,13773.849999999997,3882.187898089172,5652.6426440959885,0.1252653927813163,0.1193251010434054,-0.1100545609935683,-0.1616532516306348,-0.0974023355880726,762.4431943736731,33896180.97779308,33287712.57615337,0.0974023355880726,0.3821656050955414,5874.956128293241,1621.9014324900954,0.173036093418259,9019.653401797175,0
83,3214.992569002123,1677.5254829538655,0.5217820714754429,5476.849999999999,1680.345010615711,2415.857247917312,0.1199575371549893,-0.0350953311360788,-0.0554261150456804,-0.1626727485193194,-0.0432683713031078,270.542478089172,6274946.399416594,6142512.3835752895,0.0432683713031078,0.3821656050955414,1991.1694730813283,429.31386772325504,0.173036093418259,3887.7060333761233,0
84,10714.142250530786,5588.323301010684,0.521583825360565,18171.599999999995,5324.093418259024,8012.483410533741,0.1326963906581741,-0.0262586101446718,-0.09729160176156,-0.0978972210936734,-0.0839741473414982,903.1992564755838,67823561.34191202,66676515.77125395,0.0839741473414982,0.3821656050955414,6547.330670103092,1656.128573605607,0.173036093418259,12955.997432605904,1
85,7272.454352441614,2272.8611647237985,0.3125301382810592,7467.849999999998,2046.0286624203825,3125.0592784847245,0.1486199575371549,0.0579924725180071,-0.0586515160830732,-0.034871859306132,-0.0454766140574114,397.8902818471338,27394058.08541731,27038428.3911939,0.0454766140574114,0.3821656050955414,449.659478808705,-430.03158519810313,0.0,7272.454352441614,5
86,3877.629511677282,2172.9677541250207,0.5603856033746532,7213.0999999999985,2021.8014861995755,2987.3414426998847,0.1263269639065817,0.0562122219220566,-0.0813420848329238,-0.1016627167386346,-0.0475527972312077,385.0903372611465,9512923.01258282,9352145.548085095,0.0475527972312077,0.3821656050955414,2868.8619702176406,819.2613837244749,0.1740976645435244,4695.021850899743,0
87,4881.408704883227,2650.0096736832675,0.5428780570021503,8595.85,2436.834394904459,3566.8780513700344,0.10828025477707,0.095633672906202,-0.2004940282302443,-0.1825207347105289,-0.1542725562162216,452.5871013800425,14959919.044925414,14679676.931613231,0.1542725562162216,0.3821656050955414,3399.503493699885,1110.3182798770267,0.167728237791932,5865.161989795918,0
88,4988.384288747346,3193.537722462362,0.6401948079714023,10045.399999999994,2680.1528662420383,3979.7301560937576,0.1231422505307855,0.2241835693831449,-0.1954381140334038,-0.2014307972986063,-0.1617611062410898,607.1198295116773,16306045.05790819,15944894.818167122,0.1617611062410898,0.3821656050955414,4659.184765177549,1731.9655777039495,0.1719745222929936,6024.433333333333,0
90,6951.428874734607,3682.3386026006015,0.5297239845831643,12072.1,3598.599787685775,5396.091146005824,0.1422505307855626,-0.0728037787044082,-0.0463145393628243,-0.108272256858994,-0.0324514832661568,597.6152328025477,29260460.781250883,28622159.548437715,0.0324514832661568,0.3821656050955414,4122.691437571593,1159.3698110332216,0.1740976645435244,8416.768637532134,0
91,4591.193205944798,2595.140658631713,0.5652431822529735,8384.949999999999,2344.287685774947,3572.961658995249,0.1475583864118896,0.0536119821551947,0.0321998443983067,0.0091232471493626,0.0225776403024383,409.49879883227175,12752662.623908537,12645838.647465536,0.0225776403024383,0.3821656050955414,2848.1537514318443,722.896700413985,0.1740976645435244,5559.002570694088,2
92,4959.041401273886,2817.9517669536326,0.568245259186888,9408.849999999997,2694.4957537154987,3991.346078741896,0.1910828025477707,-0.0023236791167703,-0.0170974233715239,-0.0304081490716515,-2.429033721734157e-06,509.6202439065817,15055606.590555953,14750285.14627762,2.429033721734157e-06,0.3821656050955414,3629.5823596792666,771.838235294118,0.173036093418259,5996.684210526316,4
