shop_id,core_cluster,final_cluster,is_outlier_core,is_outlier_final,assign_confidence,nearest_cluster,nearest_dist,cluster_prob_core,outlier_score
211,5,5,False,False,0.44768773078719626,-1,,0.44768773078719626,0.5523122692128037
212,17,17,False,False,1.0,-1,,1.0,0.0
213,1,1,False,False,1.0,-1,,1.0,0.217457577611748
214,1,1,False,False,1.0,-1,,1.0,0.011356510571271818
216,1,1,False,False,1.0,-1,,1.0,0.0
217,14,14,False,False,1.0,-1,,1.0,0.0
219,1,1,False,False,1.0,-1,,1.0,0.0
220,1,1,False,False,1.0,-1,,1.0,0.026645067330524984
221,12,12,False,False,0.8407236491192418,-1,,0.8407236491192418,0.1592763508807582
222,5,5,False,False,1.0,-1,,1.0,0.0
223,4,4,False,False,1.0,-1,,1.0,0.0
224,11,11,False,False,0.9387987934667464,-1,,0.9387987934667464,0.06120120653325361
225,-1,16,True,False,0.0,16,0.7751497626304626,0.0,0.0588378337441822
226,13,13,False,False,1.0,-1,,1.0,0.0
227,1,1,False,False,1.0,-1,,1.0,0.05292039995218965
228,1,1,False,False,1.0,-1,,1.0,0.0
229,-1,13,True,False,0.3403655485238627,13,0.4223524034023285,0.0,0.005924313319694611
230,19,19,False,False,0.9219899176382749,-1,,0.9219899176382749,0.07801008236172513
232,2,2,False,False,0.14950180909190097,-1,,0.14950180909190097,0.8504981909080991
233,9,9,False,False,0.7063198550742966,-1,,0.7063198550742966,0.2936801449257033
234,1,1,False,False,1.0,-1,,1.0,0.0
235,1,1,False,False,1.0,-1,,1.0,0.0
236,5,5,False,False,1.0,-1,,1.0,0.0
237,18,18,False,False,1.0,-1,,1.0,0.0
238,1,1,False,False,1.0,-1,,1.0,0.0
239,1,1,False,False,1.0,-1,,1.0,0.0
240,18,18,False,False,1.0,-1,,1.0,0.0
241,1,1,False,False,1.0,-1,,1.0,0.10109518121700636
242,15,15,False,False,1.0,-1,,1.0,0.0
244,1,1,False,False,1.0,-1,,1.0,0.013845406096928877
245,14,14,False,False,1.0,-1,,1.0,0.0
246,14,14,False,False,1.0,-1,,1.0,0.0
247,13,13,False,False,1.0,-1,,1.0,0.0
248,14,14,False,False,0.9844297782581212,-1,,0.9844297782581212,0.015570221741878868
249,-1,19,True,False,0.22708184002783316,19,0.34620264172554016,0.0,0.0007631125013206594
250,15,15,False,False,1.0,-1,,1.0,0.0
251,1,1,False,False,1.0,-1,,1.0,0.0
252,1,1,False,False,1.0,-1,,1.0,0.0
253,1,1,False,False,1.0,-1,,1.0,0.0
254,13,13,False,False,0.9915517091546179,-1,,0.9915517091546179,0.008448290845382154
255,1,1,False,False,1.0,-1,,1.0,0.0
256,1,1,False,False,1.0,-1,,1.0,0.0
257,5,5,False,False,1.0,-1,,1.0,0.0
259,0,0,False,False,1.0,-1,,1.0,0.0
260,14,14,False,False,1.0,-1,,1.0,0.0
261,1,1,False,False,1.0,-1,,1.0,0.0
262,0,0,False,False,1.0,-1,,1.0,0.0
264,-1,3,True,False,0.0,3,0.6027634143829346,0.0,0.09747688478988993
265,16,16,False,False,0.8091683029530082,-1,,0.8091683029530082,0.1908316970469918
266,4,4,False,False,1.0,-1,,1.0,0.06778389648521042
267,8,8,False,False,1.0,-1,,1.0,0.0
268,5,5,False,False,1.0,-1,,1.0,0.0
269,1,1,False,False,1.0,-1,,1.0,0.0
270,14,14,False,False,1.0,-1,,1.0,0.07634307809776905
271,4,4,False,False,1.0,-1,,1.0,0.3853668812483749
272,1,1,False,False,1.0,-1,,1.0,0.0
273,1,1,False,False,1.0,-1,,1.0,0.0
274,0,0,False,False,1.0,-1,,1.0,0.0
276,4,4,False,False,1.0,-1,,1.0,0.004466153186488502
278,17,17,False,False,1.0,-1,,1.0,0.0
280,6,6,False,False,1.0,-1,,1.0,0.0
281,12,12,False,False,0.8407236491192418,-1,,0.8407236491192418,0.1592763508807582
282,5,5,False,False,0.8969257404934239,-1,,0.8969257404934239,0.10307425950657612
285,8,8,False,False,0.6912785525574698,-1,,0.6912785525574698,0.3087214474425302
286,1,1,False,False,1.0,-1,,1.0,0.3101141115404629
289,11,11,False,False,1.0,-1,,1.0,0.0
290,1,1,False,False,1.0,-1,,1.0,0.3434106806111881
291,4,4,False,False,1.0,-1,,1.0,0.22782911421329585
292,7,7,False,False,1.0,-1,,1.0,0.0
293,7,7,False,False,0.9815810367374957,-1,,0.9815810367374957,0.018418963262504244
294,16,16,False,False,1.0,-1,,1.0,0.0
295,8,8,False,False,1.0,-1,,1.0,0.0
296,-1,13,True,False,0.4441791397966778,13,0.3558823764324188,0.0,0.04567487217192117
297,16,16,False,False,0.8091683029530082,-1,,0.8091683029530082,0.1908316970469918
299,2,2,False,False,1.0,-1,,1.0,0.0
300,9,9,False,False,1.0,-1,,1.0,0.0
301,19,19,False,False,0.9759157894678046,-1,,0.9759157894678046,0.024084210532195435
302,-1,11,True,False,0.0,11,0.7286407351493835,0.0,0.03482814118320433
303,1,1,False,False,0.9697486034160671,-1,,0.9697486034160671,0.030251396583932912
304,-1,5,True,False,0.04100798867043176,5,0.5280952453613281,0.0,0.046377358702132006
305,-1,11,True,False,0.09128987911599329,11,0.6303045749664307,0.0,0.03482814118320433
307,4,4,False,False,1.0,-1,,1.0,0.022328482641291537
308,1,1,False,False,1.0,-1,,1.0,0.23157626551608557
309,1,1,False,False,1.0,-1,,1.0,0.0
310,7,7,False,False,1.0,-1,,1.0,0.0
311,9,9,False,False,1.0,-1,,1.0,0.0
312,15,15,False,False,1.0,-1,,1.0,0.0
313,4,4,False,False,1.0,-1,,1.0,0.0
314,1,1,False,False,1.0,-1,,1.0,0.08257215891610252
315,17,17,False,False,1.0,-1,,1.0,0.0
316,1,1,False,False,1.0,-1,,1.0,0.0
318,4,4,False,False,0.9437556486603192,-1,,0.9437556486603192,0.056244351339680795
319,19,19,False,False,0.9759157894678046,-1,,0.9759157894678046,0.024084210532195435
320,14,14,False,False,0.9844297782581212,-1,,0.9844297782581212,0.015570221741878868
321,12,12,False,False,1.0,-1,,1.0,0.0
322,4,4,False,False,1.0,-1,,1.0,0.0
323,6,6,False,False,1.0,-1,,1.0,0.0
324,4,4,False,False,1.0,-1,,1.0,0.0
325,1,1,False,False,1.0,-1,,1.0,0.0
326,8,8,False,False,0.9242032666287423,-1,,0.9242032666287423,0.07579673337125772
327,4,4,False,False,1.0,-1,,1.0,0.0
328,1,1,False,False,1.0,-1,,1.0,0.0
329,1,1,False,False,1.0,-1,,1.0,0.3434106806111881
330,1,1,False,False,1.0,-1,,1.0,0.0022367929528541363
331,-1,13,True,False,0.44782747563385306,13,0.3535464107990265,0.0,0.059453244483053405
332,4,4,False,False,0.8676363731498171,-1,,0.8676363731498171,0.13236362685018283
333,-1,18,True,False,0.15210516686435493,18,0.28161680698394775,0.0,0.09566744148966219
334,1,1,False,False,1.0,-1,,1.0,0.0
335,1,1,False,False,1.0,-1,,1.0,0.0
336,13,13,False,False,1.0,-1,,1.0,0.0
337,8,8,False,False,1.0,-1,,1.0,0.0
338,13,13,False,False,1.0,-1,,1.0,0.0
339,-1,13,True,False,0.13033349537402072,13,0.5568322539329529,0.0,0.04773524582259591
340,17,17,False,False,1.0,-1,,1.0,0.0
341,1,1,False,False,1.0,-1,,1.0,0.0
343,1,1,False,False,1.0,-1,,1.0,0.0
344,10,10,False,False,0.8517605750931718,-1,,0.8517605750931718,0.14823942490682818
346,1,1,False,False,1.0,-1,,1.0,0.07198545418748632
347,8,8,False,False,1.0,-1,,1.0,0.0
349,14,14,False,False,1.0,-1,,1.0,0.0
350,11,11,False,False,1.0,-1,,1.0,0.0
351,1,1,False,False,1.0,-1,,1.0,0.013845406096928877
352,12,12,False,False,0.791500275126632,-1,,0.791500275126632,0.20849972487336796
353,0,0,False,False,1.0,-1,,1.0,0.0
354,1,1,False,False,1.0,-1,,1.0,0.011131405634463833
355,19,19,False,False,1.0,-1,,1.0,0.0
356,8,8,False,False,1.0,-1,,1.0,0.0
357,-1,7,True,False,0.21360024529565347,7,0.4638090133666992,0.0,0.14380545642402517
358,1,1,False,False,1.0,-1,,1.0,0.04715506535982822
359,6,6,False,False,1.0,-1,,1.0,0.0
360,5,5,False,False,1.0,-1,,1.0,0.0
361,-1,13,True,False,0.004465676263558982,13,0.6374232172966003,0.0,0.03482814118320433
362,12,12,False,False,0.791500275126632,-1,,0.791500275126632,0.20849972487336796
363,-1,18,True,False,0.0,18,0.3862326741218567,0.0,0.04040968742408557
364,16,16,False,False,1.0,-1,,1.0,0.0
366,4,4,False,False,1.0,-1,,1.0,0.08831178322418771
367,10,10,False,False,1.0,-1,,1.0,0.0
368,15,15,False,False,1.0,-1,,1.0,0.0
369,8,8,False,False,0.6912785525574698,-1,,0.6912785525574698,0.3087214474425302
370,1,1,False,False,1.0,-1,,1.0,0.4095506981757257
371,15,15,False,False,0.8950840452415659,-1,,0.8950840452415659,0.10491595475843409
372,1,1,False,False,1.0,-1,,1.0,0.0
373,6,6,False,False,0.9317283264201437,-1,,0.9317283264201437,0.06827167357985629
374,5,5,False,False,1.0,-1,,1.0,0.0
375,4,4,False,False,1.0,-1,,1.0,0.0
376,3,3,False,False,0.8461093550139378,-1,,0.8461093550139378,0.15389064498606217
377,19,19,False,False,1.0,-1,,1.0,0.0
378,1,1,False,False,1.0,-1,,1.0,0.002168629658128552
379,5,5,False,False,0.46316801166374927,-1,,0.46316801166374927,0.5368319883362507
380,1,1,False,False,1.0,-1,,1.0,0.12344782803995089
381,4,4,False,False,1.0,-1,,1.0,0.06778389648521042
382,4,4,False,False,1.0,-1,,1.0,0.0
383,14,14,False,False,1.0,-1,,1.0,0.0
384,4,4,False,False,1.0,-1,,1.0,0.22666523321942567
386,1,1,False,False,1.0,-1,,1.0,0.2985109768028623
387,1,1,False,False,0.7750568650748051,-1,,0.7750568650748051,0.2249431349251949
388,1,1,False,False,1.0,-1,,1.0,0.0
389,18,18,False,False,0.7960082876856565,-1,,0.7960082876856565,0.2039917123143436
390,-1,5,True,False,0.184207011404253,5,0.44923877716064453,0.0,0.07700682933559329
391,1,1,False,False,1.0,-1,,1.0,0.20009347571625843
392,1,1,False,False,1.0,-1,,1.0,0.0006677866664993942
393,1,1,False,False,1.0,-1,,1.0,0.038067838760734586
394,11,11,False,False,1.0,-1,,1.0,0.0
395,1,1,False,False,1.0,-1,,1.0,0.06702763945183841
396,4,4,False,False,1.0,-1,,1.0,0.0
397,1,1,False,False,1.0,-1,,1.0,0.013845406096928877
398,-1,9,True,False,0.2558419884431843,9,0.42101529240608215,0.0,0.07129298271215423
400,4,4,False,False,1.0,-1,,1.0,0.18200177325892278
401,4,4,False,False,1.0,-1,,1.0,0.22666523321942567
402,12,12,False,False,0.8879784756572834,-1,,0.8879784756572834,0.11202152434271664
403,1,1,False,False,1.0,-1,,1.0,0.038067838760734586
404,16,16,False,False,1.0,-1,,1.0,0.0
405,1,1,False,False,1.0,-1,,1.0,0.0
406,8,8,False,False,1.0,-1,,1.0,0.0
408,8,8,False,False,1.0,-1,,1.0,0.0
409,9,9,False,False,0.9284530210152039,-1,,0.9284530210152039,0.07154697898479613
410,1,1,False,False,1.0,-1,,1.0,0.0
411,11,11,False,False,1.0,-1,,1.0,0.0
414,8,8,False,False,1.0,-1,,1.0,0.11295968025678742
415,6,6,False,False,1.0,-1,,1.0,0.0
416,14,14,False,False,1.0,-1,,1.0,0.0
417,1,1,False,False,1.0,-1,,1.0,0.01286241937400989
418,1,1,False,False,1.0,-1,,1.0,0.0
419,5,5,False,False,0.5572675140757556,-1,,0.5572675140757556,0.4427324859242444
421,8,8,False,False,1.0,-1,,1.0,0.0
422,19,19,False,False,0.9759157894678046,-1,,0.9759157894678046,0.024084210532195435
423,0,0,False,False,1.0,-1,,1.0,0.0
424,1,1,False,False,1.0,-1,,1.0,0.0
425,1,1,False,False,1.0,-1,,1.0,0.21334378802632595
426,1,1,False,False,1.0,-1,,1.0,0.0007396739394444964
431,1,1,False,False,1.0,-1,,1.0,0.24918671446582863
432,18,18,False,False,0.8787845282209582,-1,,0.8787845282209582,0.12121547177904181
433,7,7,False,False,1.0,-1,,1.0,0.0
435,1,1,False,False,1.0,-1,,1.0,0.0
436,4,4,False,False,1.0,-1,,1.0,0.0
437,8,8,False,False,1.0,-1,,1.0,0.0
438,4,4,False,False,1.0,-1,,1.0,0.0
439,3,3,False,False,1.0,-1,,1.0,0.0
440,16,16,False,False,1.0,-1,,1.0,0.0
441,1,1,False,False,1.0,-1,,1.0,0.0
442,8,8,False,False,1.0,-1,,1.0,0.04406788262709474
443,4,4,False,False,1.0,-1,,1.0,0.2917763379451887
444,8,8,False,False,1.0,-1,,1.0,0.0
445,-1,13,True,False,0.0,13,0.6526622176170349,0.0,0.04773524582259591
446,1,1,False,False,1.0,-1,,1.0,0.20009347571625843
447,18,18,False,False,1.0,-1,,1.0,0.0
448,1,1,False,False,1.0,-1,,1.0,0.0
449,-1,9,True,False,0.26305946719978157,9,0.4169319272041321,0.0,0.03888297811404631
450,8,8,False,False,1.0,-1,,1.0,0.0
451,9,9,False,False,1.0,-1,,1.0,0.0
452,7,7,False,False,1.0,-1,,1.0,0.0
453,2,2,False,False,1.0,-1,,1.0,0.0
454,4,4,False,False,1.0,-1,,1.0,0.05246721459303923
455,-1,13,True,False,0.025168965118554376,13,0.624167263507843,0.0,0.03830926901511651
456,1,1,False,False,1.0,-1,,1.0,0.224583458920386
458,8,8,False,False,0.6912785525574698,-1,,0.6912785525574698,0.3087214474425302
459,7,7,False,False,1.0,-1,,1.0,0.0
460,-1,7,True,False,0.20077811031391823,7,0.4713713526725769,0.0,0.08623102300019514
461,-1,13,True,False,0.15057765860453742,13,0.5438702702522278,0.0,0.021801183198672237
462,4,4,False,False,1.0,-1,,1.0,0.004466153186488502
463,1,1,False,False,0.8365869202636739,-1,,0.8365869202636739,0.1634130797363261
464,12,12,False,False,1.0,-1,,1.0,0.0
465,11,11,False,False,1.0,-1,,1.0,0.0
466,1,1,False,False,1.0,-1,,1.0,0.3434106806111881
467,1,1,False,False,1.0,-1,,1.0,0.0
468,8,8,False,False,1.0,-1,,1.0,0.0
469,-1,14,True,False,0.4108224980645665,14,0.4206377863883972,0.0,0.0873483599186809
470,1,1,False,False,1.0,-1,,1.0,0.0022658598160556955
472,14,14,False,False,1.0,-1,,1.0,0.0
473,1,1,False,False,1.0,-1,,1.0,0.3434106806111881
474,4,4,False,False,1.0,-1,,1.0,0.2917763379451887
475,1,1,False,False,1.0,-1,,1.0,0.0022658598160556955
476,4,4,False,False,1.0,-1,,1.0,0.0
478,5,5,False,False,0.9823561850939525,-1,,0.9823561850939525,0.01764381490604751
479,4,4,False,False,0.9955247902975051,-1,,0.9955247902975051,0.004475209702494939
480,5,5,False,False,0.673546346635989,-1,,0.673546346635989,0.326453653364011
481,11,11,False,False,1.0,-1,,1.0,0.0
482,12,12,False,False,0.8879784756572834,-1,,0.8879784756572834,0.11202152434271664
483,4,4,False,False,1.0,-1,,1.0,0.0
484,12,12,False,False,1.0,-1,,1.0,0.0
486,1,1,False,False,1.0,-1,,1.0,0.23157626551608557
487,12,12,False,False,0.8879784756572834,-1,,0.8879784756572834,0.11202152434271664
488,-1,17,True,False,0.0,17,0.43382546305656433,0.0,0.06470628657828384
489,4,4,False,False,1.0,-1,,1.0,0.22361130714387323
491,-1,11,True,False,0.10238112465418803,11,0.622611403465271,0.0,0.03482814118320433
493,1,1,False,False,1.0,-1,,1.0,0.0
494,0,0,False,False,0.1867035808522108,-1,,0.1867035808522108,0.8132964191477892
495,16,16,False,False,0.7766816288247358,-1,,0.7766816288247358,0.2233183711752642
496,3,3,False,False,1.0,-1,,1.0,0.0
497,1,1,False,False,1.0,-1,,1.0,0.15608269192447366
499,8,8,False,False,1.0,-1,,1.0,0.0
502,13,13,False,False,1.0,-1,,1.0,0.0
503,4,4,False,False,1.0,-1,,1.0,0.0030032657272380664
504,14,14,False,False,1.0,-1,,1.0,0.0
505,13,13,False,False,1.0,-1,,1.0,0.0
506,1,1,False,False,1.0,-1,,1.0,0.0
507,1,1,False,False,1.0,-1,,1.0,0.0
508,1,1,False,False,1.0,-1,,1.0,0.01286241937400989
509,1,1,False,False,1.0,-1,,1.0,0.0
510,1,1,False,False,1.0,-1,,1.0,0.038067838760734586
511,14,14,False,False,1.0,-1,,1.0,0.0
513,-1,18,True,False,0.0,18,0.40740352869033813,0.0,0.04040968742408557
515,1,1,False,False,1.0,-1,,1.0,0.0
516,1,1,False,False,1.0,-1,,1.0,0.0
517,7,7,False,False,1.0,-1,,1.0,0.0
519,12,12,False,False,0.8879784756572834,-1,,0.8879784756572834,0.11202152434271664
520,2,2,False,False,0.14950180909190097,-1,,0.14950180909190097,0.8504981909080991
521,-1,11,True,False,0.4352888939913412,11,0.39169806241989136,0.0,0.036987126634276085
523,-1,14,True,False,0.34529777540155704,14,0.4674185514450073,0.0,0.04120398542092598
524,7,7,False,False,1.0,-1,,1.0,0.0
